user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status
saant4you,"Orissa, India",Twitter for iPhone,,2020-12-22 13:03:08,True,496,Hey @Flipkart trying to place order but there is issue with OTP from paylater. Why ? Help.,0,False
RKSINGH64163977,,Twitter for Android,,2020-12-22 13:02:59,False,14,"@Flipkart @FlipkartSellers 
Your level of service to your customer is very poor. Product is missing but option to r… https://t.co/goPPGhIJJd",0,False
iamdnik,"New Delhi , India",Twitter for Android,,2020-12-22 13:02:25,True,199,"@amazonIN is no doubt the best in #India.
@Flipkart can't even match a bit.
Always @amazonIN &gt;&gt;&gt;&gt;&gt;&gt;&gt;@Flipkart",0,False
GeraMudit,"New Delhi,India",Blog2Social APP,,2020-12-22 13:01:58,True,74,E-commerce platform Flipkart has announced the launch of Nokia air conditioners in India. #FLIPKARTNOKIA #NOKIAAC… https://t.co/a7Zhi3np9o,0,False
ykarthikkr,,Twitter for Android,,2020-12-22 13:01:53,False,88,"@Flipkart you anyway cannot do customer service properly. At least do the refunds without errors.
Refund Processed:… https://t.co/mpucWpqZup",0,False
Dazzlingcutie1,Mumbai,Twitter for Android,,2020-12-22 13:01:42,False,2646,"@FlipkartStories @Flipkart Walmart Foundation 🌈
#TriviaTuesdays #ContestAlert 
@FlipkartStories 
Join @GoldQueenie4… https://t.co/BqmORjufxU",0,False
novoxeno,"Mumbai, India",Twitter for iPhone,,2020-12-22 13:01:16,True,348,It’s up to how long we want the journey to be. To order your copy of #CrossYourHeartTakeMyName please click here: F… https://t.co/3IxPIeMY8q,0,False
Bharat_tomar,,Twitter for Android,,2020-12-22 13:00:36,False,18,"@flipkartsupport Company is refusing to service faulty product, Order ID - OD120184800818665000

Flipkart also conf… https://t.co/QOTUMin357",0,False
brij18882744,,Twitter Web App,,2020-12-22 12:59:39,False,0,@Piyush53339091 @Flipkart @flipkartsupport @JagoGrahakJago_ @JagoGrahakJagoo never buy from #flipkart again. I have… https://t.co/xEPrYivHcE,0,False
mumbaitez,"Mumbai, India",Twitter for Android,,2020-12-22 12:59:10,True,392,"@IndiaPostOffice Its very Surprising that the Parcel was undelivered with a Reason ""ADDRESSE CANNOT BE LOCATED"" whe… https://t.co/QRAXbYH3Xy",0,False
avibhs,,Twitter Web App,,2020-12-22 12:58:59,False,99,"May be @KanganaTeam is right ! Look at this @Flipkart ad , #RanbirKapoor looks stoned ??
Hats off to #Flipkart ,… https://t.co/q6icmpcJsU",0,False
SaddamMolla0071,"West Bengal, India",Twitter for Android,,2020-12-22 12:58:48,False,1332,"@FlipkartStories @Flipkart A2) a)walmart foundation

#TriviaTuesdays  @FlipkartStories",0,False
Janice21833065,,Twitter Web App,,2020-12-22 12:58:02,False,3,"https://t.co/25WBPiFVVK

Girls Multicolor Hand-held Bag

399

Girls Multicolor Hand-held Bag https://t.co/rAdn3xi6XD",0,False
rajendrashegde,"Bengaluru, India",Twitter for iPhone,"Place(_api=<tweepy.api.API object at 0x00000034EA4B0B38>, id='4d136e73bdd4f2d3', url='https://api.twitter.com/1.1/geo/id/4d136e73bdd4f2d3.json', place_type='city', name='Sirsi', full_name='Sirsi, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x00000034EA4B0B38>, type='Polygon', coordinates=[[[74.817186, 14.600093], [74.858997, 14.600093], [74.858997, 14.635517], [74.817186, 14.635517]]]), attributes={})",2020-12-22 12:57:50,True,329,"Hey @ankitnagori27, just wanted to check if it's possible to deliver EATFIT festive cakes/cakes to my current locat… https://t.co/qjNJKYdxFa",0,False
imArun001,New Delhi,Twitter for Android,,2020-12-22 12:57:48,True,778,"@FlipkartStories @Flipkart Ans2:- a) Walmart Foundation

#ContestAlert #TriviaTuesdays 

@FlipkartStories 
Join in… https://t.co/uKPML4gIiO",0,False
sampath_rsk,Coimbatore,Twitter Web App,,2020-12-22 12:57:13,False,119,"Dear @amazonIN @Flipkart  your are doing very good job for the manufactures, Please show some light towards farmers… https://t.co/W32ncFyL1W",0,False
HanamatTotad,HUBBALLI,Twitter for Android,,2020-12-22 12:56:41,False,165,@Lencare_In Dear sir/madam I have booked Motorola g9 Mobile Phone on Flipkart 22 12 2020 accessories details or not… https://t.co/hlNd0Isc3D,0,False
PoojaChouhan22,,Twitter for Android,,2020-12-22 12:56:27,True,497,"@FlipkartStories @Flipkart A2) A) Walmart Foundation ⭐
#TriviaTuesdays 
@FlipkartStories
Join @Dazzlingcutie1… https://t.co/cJvWbNMN17",1,False
Sanchi52448591,,Twitter Web App,,2020-12-22 12:56:17,False,27,"#PaytmWishlist
#gamers
#AmazonQuiz 

Hey! 👇❣️👇❣️👇❣️👇
https://t.co/fjVtY5rPRz

Prizes wali pathshala

🍫22 December 🍫… https://t.co/8A2ik98J87",0,False
brij18882744,,Twitter Web App,,2020-12-22 12:55:46,False,0,@Flipkart @flipkartsupport new users beware of #flipkart. all your savings in made in flipkart deals will go away i… https://t.co/R0YeulPP7S,0,False
getfreedeal,India,getfreedeals,,2020-12-22 12:55:39,False,64,Onida 6.2 kg Fully Automatic Top Load Washing Machine (5 Yrs Warranty) for Rs.8541 - Flipkart -… https://t.co/FS28SxrEwo,0,False
SKoyilapu,,Twitter for Android,,2020-12-22 12:55:08,False,4,@Flipkart @flipkartsupport There is no response all excutives,0,False
Janice21833065,,Twitter Web App,,2020-12-22 12:54:27,False,3,"https://t.co/ekbzPuL099

Girls Multicolor Hand-held Bag

399

Girls Multicolor Hand-held Bag https://t.co/oAgnLaMnEC",0,False
pahalattire,"Jaipur, India",Twitter Web App,,2020-12-22 12:53:55,False,18,"Last few hours left for Big Saving Days!

Get this Pahal Attire's Kurta Palazzo set from Flipkart

#pahal… https://t.co/FVeQ9BSFsm",0,False
YashKau01590774,,Twitter for Android,,2020-12-22 12:53:50,False,45,@Flipkart I need assistance over my query for complaint inc In20121819594357835678 as my refund is not yet generate… https://t.co/rucS9lvp6q,0,False
raj__0011,SriGanganagar #Rajsthan,Twitter for Android,,2020-12-22 12:53:46,False,778,"@FlipkartStories @Flipkart a) Walmart Foundation 

#TriviaTuesdays 
@FlipkartStories

Tagging
@Barbiegiri_ 
@imPalak18 
@buttter__cup",0,False
Dinesh_the_star,"Gurgaon, India",Twitter for Android,,2020-12-22 12:53:30,True,2982,"@FlipkartStories @Flipkart A2)  a) Walmart Foundation

#TriviaTuesdays
@FlipkartStories

@anuj121 @techyrajat… https://t.co/b05bVH54sX",0,False
LSUDBharath,Andhra-India| online remotely,Twitter for Android,,2020-12-22 12:53:03,True,1424,"@IndiCoder18 Facing similar issue. 
But regarding orders.

Google assistant is able to capture Flipkart orders and… https://t.co/GW4moRa9dh",0,False
JaiSingh1006,"New Delhi, India",Twitter Web App,,2020-12-22 12:52:55,False,95,@flipkartsupport @flipkartsupport  what you mean by at the earliest? it's been 30 minutes I am glued to phone.. no… https://t.co/r5CWZysAzZ,0,False
flipkartsupport,India,SocialCS Flipkart,,2020-12-22 12:51:27,False,19,"@GIRISHPKALE2 Twitter being a social media platform to ensure that your Flipkart account information is safe, pleas… https://t.co/pexO01QTv3",0,False
Janice21833065,,Twitter Web App,,2020-12-22 12:50:04,False,3,"https://t.co/GPkyOzhuIi

Casual, Party, Formal, Sports Gold Clutch

399

Casual, Party, Formal, Sports Gold Clutch https://t.co/lDnPgjFK4Y",0,False
nacera46211425,,Twitter for Android,,2020-12-22 12:49:32,False,7,New show soon on @FlipkartVideo #DatingAajKal super energeticStar @kkundrra will be your #Cupid to find ur perfectt… https://t.co/hh8yj0Rlt2,0,False
HanamatTotad,HUBBALLI,Twitter for Android,,2020-12-22 12:49:29,False,165,@motorolaindia dear sir/madam I have booked Motorola g9 Mobile Phone on Flipkart 22/12/2020  but accessories detail… https://t.co/3IC2QMuWMZ,0,False
iakshatthakur,"Mumbai, India",Twitter for Android,,2020-12-22 12:48:14,False,1404,"@FlipkartStories 4) d) All of the above 

#ContestAlert #Contest
#TriviaTuesdays 
@Flipkart 
@FlipkartStories

Join… https://t.co/mYeEbfw6DM",0,False
flipkartsupport,India,SocialCS Flipkart,,2020-12-22 12:48:09,False,19,"@mohite_akshat To ensure that your Flipkart account information is safe, request you to reach out to  us via messag… https://t.co/cHKaSptYfo",0,False
flipkartsupport,India,SocialCS Flipkart,,2020-12-22 12:47:48,False,19,@mishraboi private message by clicking here https://t.co/5DoqNukc8t to make sure that your Flipkart account information is safe. ^PK (2/2),0,False
iamdeepakparvat,,Twitter for Android,,2020-12-22 12:47:47,False,82,@HikvisionHQ @Flipkart @SmartTechnolo I purchased Camara if hikvision from Flipkart but getting any support either… https://t.co/Px4jdHm2Z8,0,False
Janice21833065,,Twitter Web App,,2020-12-22 12:47:26,False,3,"https://t.co/sY78L1ROdX

Casual, Party, Formal, Sports Yellow Clutch

399

Casual, Party, Formal, Sports Yellow Clu… https://t.co/ukV9mRMglV",0,False
mishraboi,"Glasgow, Scotland",Twitter for Android,,2020-12-22 12:46:51,False,344,"@Flipkart  is the absolute worst!!! They deliver wrong product and then when you try to return it, they keep giving… https://t.co/28DLAus2xW",0,False
Shah_Mihir_,GJ-01/GJ-27,Twitter for iPhone,,2020-12-22 12:46:45,True,3013,"@TheClumsy_One I don’t use Flipkart and the work I do, iOS platform is kinda essential. 🤬",0,False
Sanjiv_34,India,Twitter for Android,,2020-12-22 12:46:41,False,1073,"@FlipkartStories @Flipkart A2) a. Walmart Foundation

#TriviaTuesdays
@FlipkartStories

Join
@Sagar14Naik… https://t.co/fsLNRuEqEN",0,False
mohite_akshat,Bombay,Twitter Web App,,2020-12-22 12:46:35,False,187,"@flipkartsupport Hello @_Kalyan_K @Flipkart @flipkartsupport 
Where are we with the issue?
@JagoGrahakJago_… https://t.co/uC2AHSBNZH",0,False
iakshatthakur,"Mumbai, India",Twitter for Android,,2020-12-22 12:46:22,False,1404,"@FlipkartStories @Flipkart a) Walmart Foundation

#TriviaTuesdays  
@FlipkartStories
@Flipkart

Join In frnz… https://t.co/o5JBKCBGIM",0,False
flipkartsupport,India,SocialCS Flipkart,,2020-12-22 12:46:04,False,19,"@zorfa2 To ensure that your Flipkart account information is safe, please start a private message with us by clickin… https://t.co/BBnGIkxUxo",0,False
abmarketsecrets,Denver,Tumblr,,2020-12-22 12:46:04,True,1364,Tweeted - atozlifeproducts5000: Just Pinned to DTL Fashion: 299 Shaving cream 280 gram original branded… https://t.co/E9vgJQU6QE,0,False
BestFutureLigh1,Qatar,IFTTT,,2020-12-22 12:45:23,False,1057,"Another hour! It's December 22, 2020 at 06:15PM
⚡⚡Discount Sale ⚡⚡

⚡⚡Upto 50% discount ⚡⚡

Buy From Flipkart 

Get… https://t.co/3d8grvLRf9",0,False
vishnuvangala,"Hyderabad, India",Twitter for Android,,2020-12-22 12:44:48,False,181,Thank you @Techglares . Initially i doubted on quality.. but it was too good. Please notify us if the same deal is… https://t.co/dFUcoidMnq,0,False
_sushant_singh_,,Twitter Web App,,2020-12-22 12:44:28,False,59,"@flipkartsupport @Flipkart I have messaged you details and have spoken to airline , according to them they have put… https://t.co/JUNgY4v40i",0,False
PierreCarlo11,,Twitter Web App,,2020-12-22 12:44:26,False,31,Get the cozy winter apparel to extend your winter look. You can make your look more interesting with astonishing ou… https://t.co/k3RY7gvSAX,1,False
nairstweetz,Mumbai,Twitter for Android,,2020-12-22 12:42:55,False,118,@Flipkart @flipkartsupport @ekartlogistics  Hi Can this order OD120530355379664000 get some attention? Shipping del… https://t.co/F3BS5Z7IpT,0,False
Janice21833065,,Twitter Web App,,2020-12-22 12:42:01,False,3,"https://t.co/jErG13RoCY

Party, Formal, Casual Maroon, Gold Clutch

449

Party, Formal, Casual Maroon, Gold Clutch https://t.co/XaVINar4Xi",0,False
Sushant33342956,Somewhere in Universe ,Twitter for Android,,2020-12-22 12:41:48,False,7,"Look What I came across 🥺❤️ 
I was just randomly Surfing on Flipkart 😘😣
#FastTrackSSRCase @itsSSR @shwetasinghkirt… https://t.co/BgiuY4r32e",1,False
7Deals24,Hyderabad,Twitter Web App,,2020-12-22 12:41:30,True,1,"Philips 9 W Standard B22 LED Bulb(White, Pack of 12) Rs. 989 - Flipkart

https://t.co/Tm3VxqCv7n",0,False
RealHuzaifa2,,Twitter for Android,,2020-12-22 12:41:06,False,31,@flipkartsupport Flipkart  customer care person also not understandin matter. I know before u seller shipped my ord… https://t.co/Tt0Mp6Q8Pz,0,False
LoveSandips908,"Gurgaon, India",Twitter for Android,,2020-12-22 12:40:50,False,82,@flipkartsupport Still not received any update from Flipkart  still saying wait for 24 hrs why I will wait,0,False
Janice21833065,,Twitter Web App,,2020-12-22 12:39:33,False,3,"https://t.co/inKY6nUJMq

TANISHKA EXPORT Decorative Showpiece - 8 cm  (Crystal, Yellow)

399

TANISHKA EXPORT Decor… https://t.co/EWljiwXWwd",0,False
IDFCFIRSTBank,India,Locobuzz CX,,2020-12-22 12:39:09,True,0,"@DeepakVedi10 associated with it by visiting the Flipkart website or the app. To proceed with this, you are request… https://t.co/Gfiaj1WCAP",0,False
I_sidh,India,Twitter Web App,,2020-12-22 12:39:09,False,140,"A pathetic service by @Flipkart I ordered an item &amp; was supposed to be delivered by 17 Dec, then I got message from… https://t.co/UrsBabbA0T",0,False
IDFCFIRSTBank,India,Locobuzz CX,,2020-12-22 12:39:09,True,0,"@DeepakVedi10 Confirmation of that is provided in the last step of the sign-up journey, where Flipkart’s associatio… https://t.co/uUObSZzf7U",0,False
IDFCFIRSTBank,India,Locobuzz CX,,2020-12-22 12:39:08,True,0,"@DeepakVedi10 Dear Sir/Madam,
Thank you for reaching out to us and we are happy to assist you. Flipkart has partner… https://t.co/2mqa3JsuK7",0,False
getfreedeal,India,getfreedeals,,2020-12-22 12:38:37,False,64,Pringle PT 404 750 W Pop Up Toaster for Rs.732 @ Flipkart - https://t.co/2utJVVTj2h https://t.co/9AVrC271qX,0,False
zorfa2,,Twitter Web App,,2020-12-22 12:38:34,False,18,@_Kalyan_K  please take a note of it.Ensure product is verified by the Flipkart before it reaches customer.This was… https://t.co/LuJdvwVg2Y,0,False
Dtroffle,northern India,Twitter for Android,,2020-12-22 12:36:26,False,198,"Another milestone achieved in the 'Make in India' journey. Here's to achieving many more.

#digitalmarketing… https://t.co/Y1wd9jCQOK",0,False
RealHuzaifa2,,Twitter for Android,,2020-12-22 12:35:40,False,31,"@Flipkart Many complaints regd by customer of pin 804404 but no any solution provided by Flipkart.
Means totally ba… https://t.co/bjihCVRmOj",0,False
jamesyaar,"Gujarat, India",Twitter for Android,,2020-12-22 12:35:34,True,188,"@FlipkartStories @Flipkart Ans 2) a) Walmart Foundation 

#TriviaTuesdays 
@FlipkartStories",0,False
asb_2003,India,Twitter for Android,,2020-12-22 12:34:57,False,536,"@FlipkartStories @Flipkart Q:2Answer 👉 Option A (Walmart Foundations)

#ContestAlert #TriviaTuesdays #COVID19… https://t.co/v6ix6SdLA4",0,False
Pritesh_Jain01,,Twitter Web App,,2020-12-22 12:33:28,False,205,@Flipkart received wrong and fake products during sale. Cancellation pending. Regrets for purchase during sale.,0,False
Robinhood545322,,Twitter for iPhone,,2020-12-22 12:31:38,False,30,"@flipkartsupport @Flipkart 
Finally proved that Flipkart is failed to serve its valuable customers.",0,False
7Deals24,Hyderabad,Twitter Web App,,2020-12-22 12:31:32,True,1,"Jackly Ratchet Screwdriver Set at Rs.79 @ Flipkart

https://t.co/Tot7B6BlPX",0,False
RealHuzaifa2,,Twitter for Android,,2020-12-22 12:30:48,False,31,"@flipkartsupport Many complaints done but no any solution provide by Flipkart.
Means totally bakwas by customer care",0,False
flipkartsupport,India,SocialCS Flipkart,,2020-12-22 12:30:25,False,19,"@AromAgarwal Also, we'd like to tell you, please do not reveal Flipkart account details here. You can just DM us by… https://t.co/ynlLQLTDFl",0,False
Janice21833065,,Twitter Web App,,2020-12-22 12:30:20,False,3,"https://t.co/eYqJJygbvh

TANISHKA EXPORT Decorative Showpiece - 10 cm  (Brass, Multicolor)

699

Our brands believe… https://t.co/ybCjQRBehT",0,False
iamprovakar,,Twitter for Android,,2020-12-22 12:30:17,True,228,@GyanTherapy Realme Buds 2 .. Just Awesome .. I buy it for 475 Rupes during Sale's times on Flipkart .. But It's Aw… https://t.co/gvSXZ3vffH,0,False
triguardbyfdc,,Twitter Web App,,2020-12-22 12:30:00,False,0,Safety starts with you! End the germ trail with Triguard Hand Rub. It effectively kills 99.9% germs while being gen… https://t.co/VekRQJoZrX,0,False
brij18882744,,Twitter Web App,,2020-12-22 12:29:42,False,0,@nch14404 @jagograhakjago @flipkart fraud is being committed by #flipkart &amp; jeeves they are closing refund cases as… https://t.co/JwRz7fMsVI,0,False
007chaand,"Uttar Pradesh , INDI∆",Twitter Web App,,2020-12-22 12:29:03,False,302,@Micromax__India @Flipkart Waiting my new indian champ 💪 https://t.co/OpeDUEaGeg,0,False
imabhishek999,india,Twitter for Android,,2020-12-22 12:28:43,True,1793,"@FlipkartStories @Flipkart 2) a) Walmart Foundation 

#TriviaTuesdays 
@FlipkartStories

Tag.
@VaishaliMaisur2… https://t.co/8rhVRqRvlS",0,False
manishtiwari616,"new delhi,bareilly",Twitter Web App,,2020-12-22 12:28:40,True,2,@ConsumerCom @Flipkart i orederd a Motorola mobile phone but its camera quality is not good. I placed return reques… https://t.co/x5ZsZlamkK,1,False
ipranitthakur,,Twitter for Android,,2020-12-22 12:27:57,False,75,"@FlipkartStories 4) d) All of the above 

#ContestAlert #Contest
#TriviaTuesdays 
@Flipkart 
@FlipkartStories

Join… https://t.co/dKvOKeOfZx",0,False
Janice21833065,,Twitter Web App,,2020-12-22 12:27:35,False,3,"https://t.co/gUMuzL3TrA

TANISHKA EXPORT Decorative Showpiece - 8 cm  (Brass, White)

499

Our brands believes to p… https://t.co/BI18Qc7li0",0,False
ipranitthakur,,Twitter for Android,,2020-12-22 12:27:26,False,75,"@FlipkartStories b) RuralShores 

#TriviaTuesdays  
@FlipkartStories
@Flipkart 

Join In
@iakshatthakur… https://t.co/32kfIeApmB",0,False
AkshatGangwal18,"Jaipur, India",Twitter for Android,,2020-12-22 12:27:23,False,188,"@FlipkartStories @Flipkart Ans 2) a) Walmart Foundation 

#TriviaTuesdays 
@FlipkartStories",0,False
ipranitthakur,,Twitter for Android,,2020-12-22 12:26:53,False,75,"@FlipkartStories @Flipkart a) Walmart Foundation

#TriviaTuesdays  
@FlipkartStories
@Flipkart

Join In… https://t.co/H78rokm9Va",0,False
7Deals24,Hyderabad,Twitter Web App,,2020-12-22 12:26:34,True,1,"[Many Options] Leading Lady Kids' Panties Min 80% off - Flipkart Rs.413 @ Flipkart

https://t.co/jeQA9U74NS",0,False
ipranitthakur,,Twitter for Android,,2020-12-22 12:26:21,False,75,"@FlipkartStories a)  25 Km 

#TriviaTuesdays  
@FlipkartStories
@Flipkart 

Join In
@iakshatthakur
@omkar22081513
@KSiddhansh
@vrushil9",0,False
RealHuzaifa2,,Twitter for Android,,2020-12-22 12:25:10,False,31,"@Flipkart your courier partner ekart not delivering parcel at pin 804404 , why , very bad .
this pin near about Gay… https://t.co/EGZmRVf5tH",0,False
S_I_N_E_S_T_R_O,,Twitter for Android,,2020-12-22 12:24:15,False,287,@stufflistings Anyone have free Flipkart discount coupon?,0,False
SShahnawazH,"bhubaneswar,odisha",Twitter for Android,,2020-12-22 12:23:41,False,64,"@Flipkart booking was done on 18th Dec,20 expected delivery date was 20th got extended to 21st still no delivery, t… https://t.co/PpNPDK6LVt",0,False
AromAgarwal,,Twitter for Android,,2020-12-22 12:23:22,True,108,@Flipkart order didn't get deliverd very poor service from flipkart. Attempt the delivery today https://t.co/sttZJ8qU1Z,0,False
S_I_N_E_S_T_R_O,,Twitter for Android,,2020-12-22 12:23:12,False,287,@KaroulSahil Anyone have Flipkart discount coupon,0,False
Janice21833065,,Twitter Web App,,2020-12-22 12:22:40,False,3,"https://t.co/Pk614curto

Tanishka Exports 13 Inch Teddy Bear Cap With Love Yellow - 7 cm  (Yellow)

499

Our brands… https://t.co/gzzMRCWr7F",0,False
flipkartsupport,India,SocialCS Flipkart,,2020-12-22 12:22:40,False,19,"@Mrfunnybones_RB Also, we'd like to tell you, please do not reveal Flipkart account details here. You can just DM u… https://t.co/IeyOMfnVnh",0,False
saiyadsafar,"Ahmadabad City, India",Twitter for Android,,2020-12-22 12:22:28,False,250,"@FlipkartStories @Flipkart Ans 2) a) Walmart Foundation 

#TriviaTuesdays 
@FlipkartStories

@THEMURTUZA 
@BibinAlexander_ 
@sanchitabhartiy",0,False
dhairyashah01,"Mumbai, India",Twitter for Android,,2020-12-22 12:21:59,False,217,"@FlipkartStories 4) d) All of the above 

#ContestAlert #Contest
#TriviaTuesdays 
@Flipkart 
@FlipkartStories

Join… https://t.co/FO4H2S74t6",0,False
Himanii__,,Twitter for Android,,2020-12-22 12:21:43,False,93,"At 10.51 am on 14th June morning Dipesh was busy messaging someone regarding SSR's Flipkart deal
He was doing this… https://t.co/Fijul45Kuf",3,False
S_I_N_E_S_T_R_O,,Twitter for Android,,2020-12-22 12:21:27,False,287,@yabhishekhd Anyone have Flipkart discount coupon?,0,False
dhairyashah01,"Mumbai, India",Twitter for Android,,2020-12-22 12:20:52,False,217,"@FlipkartStories b) RuralShores 

#TriviaTuesdays  
@FlipkartStories
@Flipkart 

Join In
@iakshatthakur… https://t.co/9JWSVkmO19",0,False
bokadia_vinita,"Mumbai, India",Twitter for iPhone,,2020-12-22 12:20:12,True,4997,"@FlipkartStories @Flipkart D) All of the Above 
#TriviaTuesdays #ContestAlert #COVID19 
@FlipkartStories… https://t.co/gS31R19OX7",0,False
dhairyashah01,"Mumbai, India",Twitter for Android,,2020-12-22 12:20:11,False,217,"@FlipkartStories @Flipkart a) Walmart Foundation

#TriviaTuesdays  
@FlipkartStories
@Flipkart

Join In… https://t.co/zLAawpUwJ3",0,False
dushyantpandey,Mumbai,Twitter for Android,,2020-12-22 12:20:03,True,77,"@HariManjhi Rather than appealing, please ask Gita press to improve their website or create an account where donati… https://t.co/BJHO6Ooxkv",0,False
Janice21833065,,Twitter Web App,,2020-12-22 12:19:57,False,3,"https://t.co/2rEPIcTfLu

Tanishka Exports 13 Inch Teddy Bear Dark Yellow - 7 cm  (Dark Yellow)

499

Our brands bel… https://t.co/klGQy99nSv",0,False
chety52,,Twitter for Android,,2020-12-22 12:19:50,True,100,@HiHonorIndia @Flipkart What's about EMUI 11 and  magic UI 4 update,0,False
BestDealIN1,,Twitter for Android,,2020-12-22 12:19:08,False,0,"Lowest ever price Realme 6 at just ₹13000. Flipkart Big Saving Day.
https://t.co/94avBMS1Mw https://t.co/2oiQuh7MSC",0,False
