user,location,source,place,created_at,geo_enabled,friends_count,text,retweet_count,retweeted_status
AakankshaNigam1,,Twitter for Android,,2020-12-14 21:08:13,False,11,"People who are boycotting jio kindly boycott #Amul #Goldflake #Patanjali, #Hero #HCL, #Snapdeal and all the other I… https://t.co/K4WXOOtdI5",0,False
poopy7663,,Twitter for Android,,2020-12-14 19:51:36,False,393,@1kunalbahl I love snapdeal.,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 17:52:28,False,1418,@RajuNVR1 Hi! Thanks for highlighting this. Please do not respond to any Phone Call/Email/SMS/Letter claiming to of… https://t.co/vgWgAsELFF,0,False
RajuNVR1,,Twitter for iPhone,,2020-12-14 17:50:10,False,4,"@Snapdeal_Help to day my colleague received a postal from ‘SNAPDEAL https://t.co/6jyTcoEMkE, B.14, BLOCK.B KALYANI,… https://t.co/eMlyF5w9Bj",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 17:45:25,False,1418,"@bhatsha493 Hi! Apologies for this experience, please reach out to us via Private Message to share your details &amp; w… https://t.co/84eBNG27e3",0,False
bhatsha493,"KUPWARA, SRINAGAR",Twitter Web App,,2020-12-14 17:43:34,True,60,"Worst place to buy at @snapdeal ... Bought a smart watch, got scammed and now they sent me a link for return form w… https://t.co/unL6RcebCz",0,False
sukeshcraft,new delhi India ,Twitter for Android,,2020-12-14 16:58:25,True,106,"🆂🆄🅺🅴🆂🅷🅲🆁🅰️🅵🆃 RFID Safe Multiple Cheque Book Holder

Sukeshcraft Offer: Cheque Book Holder : 849/- 🛒

Product availa… https://t.co/QahzZaErS1",0,False
Kartike31416554,"गाज़ियाबाद, भारत",Twitter Web App,,2020-12-14 16:26:59,False,172,"LEVERAGE SOCIAL MEDIA,DON'T LET IT LEVERAGE YOU!!!
#success #wealth #money #twitter #instagram #snapdeal",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 14:53:45,False,1418,@Viratian7047 Please PRIVATE MESSAGE us your contact details by clicking on the given link. Our team will get in to… https://t.co/5HzMHvi4ST,0,False
Viratian7047,"Mumbai, India",Twitter for Android,,2020-12-14 14:52:26,False,419,@Snapdeal_Help I don't use snapdeal ! Ty,0,False
Viratian7047,"Mumbai, India",Twitter for Android,,2020-12-14 14:51:53,False,419,@KPadmaRan1 @Flipkart @snapdeal @Lenskart_com @UIDAIHyderabad @NandanNilekani We Are aware of all these things but… https://t.co/ppdXB4FLAZ,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 14:51:22,False,1418,"@Viratian7047 These OTPs can be misused by hackers to gain account access causing trouble to the brand and recipient. Thanks, Parv 2/2",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 14:51:02,False,1418,@Viratian7047 Hi! Please be informed that there are some spam apps like SMS bomber used by hackers/pranksters to lo… https://t.co/PGbvp04Aze,0,False
KPadmaRan1,,Twitter for Android,,2020-12-14 14:50:09,False,397,@Viratian7047 @Flipkart @snapdeal @Lenskart_com @UIDAIHyderabad @NandanNilekani Cyber frauds have increased,0,False
zunpulse,India,Twitter Web App,,2020-12-14 14:49:20,False,1,"Dumb or Smart- Which one is your doorbell?
Choose #zunpulse smart doorbell and always know who is at the door, even… https://t.co/SEGdEBEnbb",0,False
Viratian7047,"Mumbai, India",Twitter for Android,,2020-12-14 14:46:43,False,419,@KPadmaRan1 @Flipkart @snapdeal @Lenskart_com @UIDAIHyderabad @NandanNilekani I actually got a lot of whatsapp otp'… https://t.co/1qbDNglmXD,0,False
wizikey,India,Zoho Social,,2020-12-14 14:30:01,False,155,Let's take a peek into the leaders of the B2C E-commerce sector in the ‘Hottest Startups of 2020’ report by Wizikey… https://t.co/RGCch2Z2ls,1,False
Nascent_s,Everywhere,Twitter Web App,,2020-12-14 14:21:18,False,484,@BT_India @reliancejio situation is similar to Snapdeal. Having large no. Of customers but is failing to manage the… https://t.co/13hMBhUBPZ,0,False
AjdiTechnology,"Punjab, Pakistan",IFTTT,,2020-12-14 13:47:53,False,111,"10+1 Cool Smartphone Gadgets Available On Amazon 10+1 Cool Smartphone Gadgets Available On Amazon

in this video we… https://t.co/kZbVQBGEpj",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 13:19:09,False,1418,@KaleemU71505717 Hi! Sorry for the trouble. Please “Private Message” us your seller ID/ticket ID by clicking on the… https://t.co/F4pjdPo4mR,0,False
KaleemU71505717,,Twitter for Android,,2020-12-14 13:18:09,False,2,@snapdeal I had been an happy seller on snapdeal till date. But not any more. My inventory was out of stock from se… https://t.co/qIaCOVEYk4,0,False
drvvraiims,,Twitter Web App,,2020-12-14 12:47:54,False,34,@Snapdeal_Help Thanks for the confirmation.,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 12:44:07,False,1418,@drvvraiims Hi! Please do not respond to any Phone Call/Email/SMS/Letter claiming to offer rewards/lucky draw prize… https://t.co/qIIB0DpE96,0,False
drvvraiims,,Twitter Web App,,2020-12-14 12:43:35,False,34,"@snapdeal @Snapdeal_Help @SnapdealTech 

I got a letter from Snapdeal that says i won 1 Lakh rupees in a lucky cont… https://t.co/jBXxUkCxgS",0,False
Dod_itSolutions,"Tiruchirappalli ,Tamil nadu",Twitter Web App,,2020-12-14 10:44:07,False,94,"SNAPDEAL CLONE | Snapdeal Readymade Clone 

Snapdeal Clone is a remarkable multi-vendor eCommerce script that lets… https://t.co/PvXC82r8Q1",0,False
KPadmaRan1,,Twitter for Android,,2020-12-14 10:33:15,False,397,@Snapdeal_Help Thanks 👍,0,False
GangaDh04120533,,Twitter Web App,,2020-12-14 10:29:37,False,1247,@KPadmaRan1 @Flipkart @snapdeal @Lenskart_com @UIDAIHyderabad @NandanNilekani Please wait I will get them,0,False
BN34772728,Bhubanewar,Twitter for Android,"Place(_api=<tweepy.api.API object at 0x000000AAA9362C50>, id='4c0554de3037a1cd', url='https://api.twitter.com/1.1/geo/id/4c0554de3037a1cd.json', place_type='city', name='Cuttack', full_name='Cuttack, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000000AAA9362C50>, type='Polygon', coordinates=[[[85.73406, 20.03944], [86.28391, 20.03944], [86.28391, 20.699481], [85.73406, 20.699481]]]), attributes={})",2020-12-14 10:29:36,True,1192,"@GangaDh04120533 @KPadmaRan1 @Flipkart @snapdeal @Lenskart_com @UIDAIHyderabad @NandanNilekani No one! 
🙏",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 10:29:34,False,1418,"@KPadmaRan1 We've responded to you via Private Message, please check. Thanks, Avi",0,False
GangaDh04120533,,Twitter Web App,,2020-12-14 10:26:51,False,1247,@BN34772728 @KPadmaRan1 @Flipkart @snapdeal @Lenskart_com @UIDAIHyderabad @NandanNilekani Life has got less human t… https://t.co/WVPaVCLcMt,0,False
KPadmaRan1,,Twitter for Android,,2020-12-14 10:26:40,False,397,@GangaDh04120533 @Flipkart @snapdeal @Lenskart_com @UIDAIHyderabad @NandanNilekani Sure 👍,0,False
BN34772728,Bhubanewar,Twitter for Android,"Place(_api=<tweepy.api.API object at 0x000000AAA9362C50>, id='4c0554de3037a1cd', url='https://api.twitter.com/1.1/geo/id/4c0554de3037a1cd.json', place_type='city', name='Cuttack', full_name='Cuttack, India', country_code='IN', country='India', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000000AAA9362C50>, type='Polygon', coordinates=[[[85.73406, 20.03944], [86.28391, 20.03944], [86.28391, 20.699481], [85.73406, 20.699481]]]), attributes={})",2020-12-14 10:24:36,True,1192,@GangaDh04120533 @KPadmaRan1 @Flipkart @snapdeal @Lenskart_com @UIDAIHyderabad @NandanNilekani In deep slumber.. 🤗,0,False
GangaDh04120533,,Twitter Web App,,2020-12-14 10:20:52,False,1247,@KPadmaRan1 @Flipkart @snapdeal @Lenskart_com @UIDAIHyderabad @NandanNilekani Are you expecting justice from daakus… https://t.co/o91qmS2qWS,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 10:20:37,False,1418,@KPadmaRan1 Request you to share your registered contact number via “Private Message” by clicking on the below link… https://t.co/XBuxPbvq5C,0,False
KPadmaRan1,,Twitter for Android,,2020-12-14 10:14:32,False,397,"@Snapdeal_Help I'm aware of those, but the game begins only after Aadhar number is linked to something

GoI doesn't… https://t.co/XloKyXLM1H",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 10:11:19,False,1418,@KPadmaRan1 These OTPs can be misused by hackers to gain account access causing trouble to the brand and recipient.… https://t.co/cKaushgt86,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 10:11:06,False,1418,@KPadmaRan1 Hi! Please be informed that there are some spam apps like SMS bomber used by hackers/pranksters to load… https://t.co/CaNZNeIT3Y,0,False
KPadmaRan1,,Twitter for Android,,2020-12-14 10:03:49,False,397,"Point is that #Aadhar data is the most vulnerable data

I added my Aadhar number to my e commerce account on 9th De… https://t.co/Pd6eyUyO0G",3,False
snapdeal,India,Twitter Media Studio,,2020-12-14 09:23:24,False,53,"Add some super cool styles to your closet at min 60% Off.
👉 https://t.co/x8yJ7QmLr0
#ShopFromYourHome https://t.co/YFJ7A5RMES",0,False
officialzelica,Punjab,Twitter Web App,,2020-12-14 09:21:10,False,0,Welcome to Zelica. There can be no other item better for you than our high-grade sweatshirt. Buy online these items… https://t.co/zxhaWHiCEA,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 09:17:15,False,1418,@Arien_Kyra Hi! Thanks for highlighting this. I have shared this with the concerned team &amp; they'll surely look into it. Thanks! Avi,0,False
Arien_Kyra,Delhi,Twitter for iPhone,,2020-12-14 07:44:05,True,719,@Dove_IND and Snapdeal takes the cake!! @snapdeal #dovesoap https://t.co/JfRSnorqws,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 06:37:20,False,1418,@RambharatBhado1 Hi! Please elaborate on what went wrong via Private Message by clicking the below link. We’d like… https://t.co/kjxldaMvsh,0,False
RambharatBhado1,Ahmedabad ,Twitter for Android,,2020-12-14 06:33:08,False,61,@Snapdeal_Help Now I don't want any help from you.  I have thought that by donating my money to Snapdeal,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 06:27:53,False,1418,@RambharatBhado1 Can’t comprehend what might have gone wrong. Please share your exact concern via Private Message a… https://t.co/7L0fqD7OF8,0,False
PlantsNursery1,,Twitter Web App,,2020-12-14 06:26:25,False,34,"Buy Flat 85% off MadnMod New Tassel Earrings For Women with FREE SHIPPING on
https://t.co/CC7G9Hjv0D

Buy on Flipka… https://t.co/tN9ug7yTip",0,False
RambharatBhado1,Ahmedabad ,Twitter for Android,,2020-12-14 06:26:18,False,61,"@snapdeal Very poor facility, I will never buy it next time. I would also advise friends to never buy from Snapdeal.",0,False
FitnFlexGranola,"Ahmedabad, India",Twitter Web App,,2020-12-14 06:25:40,False,5,"Wait no more! Get your hands on the Choco Almond &amp; Cookies granola. Now available at Amazon, Paytm Mall, Nature’s B… https://t.co/HWIZFIIcjM",0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 06:25:20,False,1418,@RambharatBhado1 Hi! Looks like you've had a disappointing experience with us. Please elaborate on what went wrong… https://t.co/vJM3v7ES0g,0,False
RambharatBhado1,Ahmedabad ,Twitter for Android,,2020-12-14 06:21:36,False,61,@snapdeal Snapdeal never helps its customers. It works to rob them all. Thugs are here only to fool them.,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 06:05:42,False,1418,"@imanandshukla We've responded to you via Private Message, please check. Thanks, Avi",0,False
imanandshukla,New Delhi,Twitter for Android,,2020-12-14 06:00:03,True,507,@Snapdeal_Help The person calling is claiming to be employee of Snapdeal based out in Jamshedpur and calling freque… https://t.co/NrehPaOuSi,0,False
Snapdeal_Help,India,OneDirect Suite - P,,2020-12-14 05:56:49,False,1418,@imanandshukla Hi! Please do not respond to any Phone Call/Email/SMS/Letter claiming to offer rewards/lucky draw pr… https://t.co/S3TXtCTkUl,0,False
imanandshukla,New Delhi,Twitter for Android,,2020-12-14 05:54:23,True,507,"@snapdeal hi there , I have received a message regarding I have won swift desire while shopping in mega sale and ch… https://t.co/8ZhJUkkm1U",0,False
vrindustries1,,Twitter Web App,,2020-12-14 05:39:44,False,1,"Take a break to stuff your belly with the goodness of nutrients, taste and gear up for a power packed day ahead!
Ou… https://t.co/ZCw0EWHSzO",0,False
